path,tenant,owner,confidentiality,effective_from,effective_to,source_url,description
documents/cisa_kev/cve-2026-24858_fortinet_multiple-products.md,default,cisa-kev,public,2026-01-27,2026-01-30,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2026-24858: Fortinet Multiple Products.
documents/cisa_kev/cve-2018-14634_linux_kernel.md,default,cisa-kev,public,2026-01-26,2026-02-16,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2018-14634: Linux Kernel.
documents/cisa_kev/cve-2025-52691_smartertools_smartermail.md,default,cisa-kev,public,2026-01-26,2026-02-16,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-52691: SmarterTools SmarterMail.
documents/cisa_kev/cve-2026-23760_smartertools_smartermail.md,default,cisa-kev,public,2026-01-26,2026-02-16,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2026-23760: SmarterTools SmarterMail.
documents/cisa_kev/cve-2026-24061_gnu_inetutils.md,default,cisa-kev,public,2026-01-26,2026-02-16,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2026-24061: GNU InetUtils.
documents/cisa_kev/cve-2026-21509_microsoft_office.md,default,cisa-kev,public,2026-01-26,2026-02-16,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2026-21509: Microsoft Office.
documents/cisa_kev/cve-2024-37079_broadcom_vmware-vcenter-server.md,default,cisa-kev,public,2026-01-23,2026-02-13,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2024-37079: Broadcom VMware vCenter Server.
documents/cisa_kev/cve-2025-68645_synacor_zimbra-collaboration-suite-zcs.md,default,cisa-kev,public,2026-01-22,2026-02-12,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-68645: Synacor  Zimbra Collaboration Suite (ZCS).
documents/cisa_kev/cve-2025-34026_versa_concerto.md,default,cisa-kev,public,2026-01-22,2026-02-12,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-34026: Versa Concerto.
documents/cisa_kev/cve-2025-31125_vite_vitejs.md,default,cisa-kev,public,2026-01-22,2026-02-12,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-31125: Vite Vitejs.
documents/cisa_kev/cve-2025-54313_prettier_eslint-config-prettier.md,default,cisa-kev,public,2026-01-22,2026-02-12,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-54313: Prettier eslint-config-prettier.
documents/cisa_kev/cve-2026-20045_cisco_unified-communications-manager.md,default,cisa-kev,public,2026-01-21,2026-02-11,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2026-20045: Cisco Unified Communications Manager.
documents/cisa_kev/cve-2026-20805_microsoft_windows.md,default,cisa-kev,public,2026-01-13,2026-02-03,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2026-20805: Microsoft Windows.
documents/cisa_kev/cve-2025-8110_gogs_gogs.md,default,cisa-kev,public,2026-01-12,2026-02-02,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-8110: Gogs Gogs.
documents/cisa_kev/cve-2009-0556_microsoft_office.md,default,cisa-kev,public,2026-01-07,2026-01-28,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2009-0556: Microsoft Office.
documents/cisa_kev/cve-2025-37164_hewlett-packard-enterprise-hpe_oneview.md,default,cisa-kev,public,2026-01-07,2026-01-28,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-37164: Hewlett Packard Enterprise (HPE) OneView.
documents/cisa_kev/cve-2025-14847_mongodb_mongodb-and-mongodb-server.md,default,cisa-kev,public,2025-12-29,2026-01-19,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-14847: MongoDB MongoDB and MongoDB Server.
documents/cisa_kev/cve-2023-52163_digiever_ds-2105-pro.md,default,cisa-kev,public,2025-12-22,2026-01-12,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2023-52163: Digiever DS-2105 Pro.
documents/cisa_kev/cve-2025-14733_watchguard_firebox.md,default,cisa-kev,public,2025-12-19,2025-12-26,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-14733: WatchGuard Firebox.
documents/cisa_kev/cve-2025-59374_asus_live-update.md,default,cisa-kev,public,2025-12-17,2026-01-07,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-59374: ASUS Live Update.
documents/cisa_kev/cve-2025-40602_sonicwall_sma1000-appliance.md,default,cisa-kev,public,2025-12-17,2025-12-24,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-40602: SonicWall SMA1000 appliance.
documents/cisa_kev/cve-2025-20393_cisco_multiple-products.md,default,cisa-kev,public,2025-12-17,2025-12-24,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-20393: Cisco Multiple Products.
documents/cisa_kev/cve-2025-59718_fortinet_multiple-products.md,default,cisa-kev,public,2025-12-16,2025-12-23,https://www.cisa.gov/sites/default/files/feeds/known_exploited_vulnerabilities.json,CISA KEV entry for CVE-2025-59718: Fortinet Multiple Products.
documents/nist_ai_rmf_1_0.pdf,default,nist-ai-governance,public,,,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,NIST Artificial Intelligence Risk Management Framework 1.0
documents/nist_csf_2_0.pdf,default,nist-cybersecurity,public,,,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,NIST Cybersecurity Framework 2.0
